GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000121769	1	31838472	31849697	23	8	716517	0.90275	0.18333
ENSG00000168528	1	31882412	31907525	73	9	716517	0.74164	0.22915
ENSG00000142910	1	32042116	32053288	13	7	716517	1.075	0.14119
ENSG00000121764	1	32083287	32098119	32	4	716517	0.097519	0.46116
ENSG00000162517	1	32095463	32110497	22	4	716517	0.17249	0.43153
ENSG00000084636	1	32117848	32169920	101	18	716517	-0.15631	0.56211
ENSG00000121753	1	32192718	32230494	46	10	716517	0.079796	0.4682
ENSG00000134668	1	32256023	32281652	47	12	716517	-0.12626	0.55024
ENSG00000184007	1	32372022	32410457	54	9	716517	0.02433	0.49029
ENSG00000121774	1	32479430	32526451	27	15	716517	-0.086098	0.53431
ENSG00000121775	1	32537632	32568467	48	8	716517	0.65393	0.25658
ENSG00000025800	1	32573639	32642169	88	10	716517	0.72505	0.23421
ENSG00000084652	1	32645287	32663886	32	8	716517	0.021562	0.4914
ENSG00000160050	1	32665987	32670988	4	2	716517	-1.3901	0.91775
ENSG00000160051	1	32671236	32674288	5	1	716517	0.46053	0.32257
ENSG00000222046	1	32674695	32681797	12	6	716517	1.835	0.03325
ENSG00000160055	1	32680073	32687972	14	5	716517	2.052	0.020086
ENSG00000084623	1	32687529	32697205	13	2	716517	-0.083575	0.5333
ENSG00000183615	1	32712834	32714457	2	1	716517	0.62942	0.26454
ENSG00000182866	1	32716840	32751766	41	15	716517	0.498	0.30924
ENSG00000116478	1	32757687	32799236	23	13	716517	1.0396	0.14926
ENSG00000162526	1	32817122	32829913	6	4	716517	-1.2906	0.90158
ENSG00000225828	1	32826871	32829879	1	1	716517	-1.0369	0.8501
ENSG00000160058	1	32830704	32860332	18	9	716517	0.88618	0.18776
ENSG00000273274	1	32930670	32962287	31	8	716517	0.44049	0.32979
ENSG00000160062	1	33005028	33071540	173	9	716517	-0.16037	0.56371
ENSG00000176261	1	33065773	33116504	124	7	716517	-0.039766	0.51586
ENSG00000162521	1	33116743	33151812	82	4	716517	0.31405	0.37674
ENSG00000162520	1	33145507	33169197	54	4	716517	0.38412	0.35045
ENSG00000162522	1	33207486	33240571	56	15	716517	-1.0036	0.84222
ENSG00000134684	1	33240840	33283754	81	10	716517	-1.6356	0.94904
ENSG00000116497	1	33282368	33324476	65	11	716517	-1.387	0.91727
ENSG00000160097	1	33327869	33338083	12	4	716517	-0.5867	0.7213
ENSG00000121905	1	33351595	33364042	18	6	716517	-1.4186	0.92199
ENSG00000121900	1	33360195	33367039	8	2	716517	-1.4192	0.92208
ENSG00000116514	1	33402046	33430286	58	8	716517	0.13294	0.44712
ENSG00000267885	1	33439268	33439642	1	1	716517	-0.40021	0.6555
ENSG00000004455	1	33473585	33546597	142	15	716517	0.067586	0.47306
ENSG00000142920	1	33546705	33586131	68	16	716517	0.44919	0.32665
ENSG00000116525	1	33611003	33647660	82	6	716517	-0.35121	0.63728
ENSG00000160094	1	33722146	33766320	83	13	716517	1.5247	0.063672
ENSG00000184389	1	33772367	33786699	44	9	716517	0.97592	0.16455
ENSG00000134686	1	33789224	33896653	326	20	716517	0.73229	0.232
ENSG00000121903	1	33938246	33962107	55	7	716517	-0.72187	0.76481
ENSG00000121904	1	33979609	34631443	1909	159	716517	0.85356	0.19668
ENSG00000176256	1	34326076	34330392	8	4	716517	2.0174	0.021826
ENSG00000142698	1	34632484	34684732	189	25	716517	1.4377	0.075255
ENSG00000163866	1	35178338	35325417	554	64	716517	-0.49891	0.69108
ENSG00000189280	1	35220648	35224113	8	3	716517	0.15431	0.43868
ENSG00000189433	1	35225342	35229325	18	9	716517	0.22276	0.41186
ENSG00000188910	1	35246790	35251970	16	6	716517	-0.60002	0.72575
ENSG00000187513	1	35258599	35261348	10	3	716517	0.65002	0.25784
ENSG00000116544	1	35331037	35395186	100	27	716517	0.58808	0.27824
ENSG00000243749	1	35447136	35450954	8	2	716517	-0.084567	0.5337
ENSG00000163867	1	35449523	35497569	77	3	716517	-0.3444	0.63473
ENSG00000197056	1	35525387	35581460	65	6	716517	0.01956	0.4922
ENSG00000116560	1	35641979	35658749	28	2	716517	2.7614	0.0028781
ENSG00000146463	1	35734568	35887659	183	13	716517	1.9856	0.023536
ENSG00000142687	1	35899091	36023551	138	14	716517	1.9809	0.023803
ENSG00000020129	1	36023074	36032875	13	3	716517	2.0714	0.019161
ENSG00000116819	1	36038971	36060929	23	6	716517	2	0.022749
ENSG00000126067	1	36067185	36107445	29	6	716517	2.3168	0.010258
ENSG00000142686	1	36179476	36185073	8	3	716517	-0.035097	0.514
ENSG00000092853	1	36185819	36235568	54	8	716517	0.43105	0.33322
ENSG00000134698	1	36273773	36323491	62	11	716517	0.33919	0.36723
ENSG00000092847	1	36335409	36395211	63	10	716517	-0.46814	0.68016
ENSG00000126070	1	36396319	36538101	143	13	716517	-0.46712	0.67979
ENSG00000092850	1	36549676	36553876	3	1	716517	-0.69478	0.7564
ENSG00000116863	1	36554476	36559533	4	2	716517	-1.0046	0.84247
ENSG00000171812	1	36560837	36590821	73	12	716517	-0.99218	0.83945
ENSG00000054116	1	36602173	36615098	26	4	716517	-0.73138	0.76773
ENSG00000116871	1	36621180	36646450	32	7	716517	-0.2742	0.60803
ENSG00000054118	1	36690017	36770958	95	7	716517	1.123	0.13073
ENSG00000214193	1	36771988	36790484	20	6	716517	2.1461	0.015933
ENSG00000142694	1	36787632	36789755	3	1	716517	1.9492	0.025637
ENSG00000196182	1	36805225	36851497	60	7	716517	1.689	0.045608
ENSG00000181817	1	36856839	36863493	34	4	716517	0.072685	0.47103
ENSG00000116885	1	36881428	36916086	144	7	716517	-0.9926	0.83955
ENSG00000116898	1	36921319	36930038	38	6	716517	-0.60364	0.72696
ENSG00000119535	1	36931644	36948879	45	11	716517	0.74846	0.22709
ENSG00000163873	1	37261128	37499730	498	54	716517	-0.42846	0.66584
ENSG00000163874	1	37940153	37949980	16	6	716517	0.56989	0.28437
ENSG00000163875	1	37958176	37980375	77	13	716517	-0.71426	0.76247
ENSG00000163877	1	38000050	38019903	48	11	716517	-0.1746	0.5693
ENSG00000163879	1	38022520	38032458	34	9	716517	0.40127	0.34411
ENSG00000134697	1	38032417	38061536	73	13	716517	0.3725	0.35476
ENSG00000169218	1	38076951	38100595	73	15	716517	-0.040932	0.51632
ENSG00000116922	1	38147242	38157914	44	5	716517	1.489	0.068247
ENSG00000134690	1	38158090	38175391	50	9	716517	1.5497	0.060607
ENSG00000183317	1	38179552	38230805	206	23	716517	1.1768	0.11965
ENSG00000185090	1	38259474	38266809	6	3	716517	0.12096	0.45186
ENSG00000196449	1	38268616	38273857	13	4	716517	1.16	0.12303
ENSG00000197982	1	38272651	38275126	2	1	716517	-1.6072	0.94599
ENSG00000188786	1	38275239	38325292	86	16	716517	0.70022	0.24189
ENSG00000204084	1	38326369	38412729	212	24	716517	1.2037	0.11435
ENSG00000183431	1	38422647	38456593	94	11	716517	1.4724	0.070461
ENSG00000183386	1	38462442	38471278	16	8	716517	-0.5533	0.70997
ENSG00000183520	1	38474930	38490496	31	12	716517	-0.92981	0.82377
ENSG00000185668	1	38509523	38512450	2	1	716517	-0.80915	0.79079
ENSG00000116954	1	39303870	39325495	59	13	716517	-1.2668	0.89739
ENSG00000214114	1	39328636	39347289	51	10	716517	-0.24885	0.59826
ENSG00000131233	1	39330175	39347289	50	10	716517	-0.20936	0.58292
ENSG00000158315	1	39351479	39407471	209	29	716517	-0.92124	0.82154
ENSG00000174574	1	39456895	39471731	52	6	716517	0.45691	0.32387
ENSG00000168653	1	39491990	39500308	35	5	716517	0.81939	0.20628
ENSG00000127603	1	39546988	39952849	854	32	716517	-0.50454	0.69306
ENSG00000255103	1	39876151	39882154	13	5	716517	-0.56936	0.71545
ENSG00000183682	1	39957318	39991607	92	17	716517	-0.17293	0.56865
ENSG00000090621	1	40026488	40042462	36	10	716517	-0.74714	0.77251
ENSG00000163909	1	40089825	40105617	37	13	716517	0.42116	0.33682
ENSG00000116981	1	40124793	40137710	16	5	716517	0.50198	0.30784
ENSG00000116983	1	40144320	40157361	76	13	716517	1.9658	0.024659
ENSG00000084072	1	40157854	40229586	204	35	716517	0.64216	0.26039
ENSG00000116985	1	40222854	40254533	132	19	716517	-0.64875	0.74175
ENSG00000198754	1	40235195	40237020	2	1	716517	-0.030373	0.51212
ENSG00000043514	1	40306723	40349183	117	13	716517	-1.9381	0.97369
ENSG00000116990	1	40361098	40367928	14	7	716517	-1.3426	0.9103
ENSG00000168389	1	40420802	40435638	13	6	716517	-0.39769	0.65457
ENSG00000131236	1	40505905	40538321	112	8	716517	-0.90327	0.81681
ENSG00000131238	1	40538379	40563375	91	10	716517	-0.64747	0.74134
ENSG00000117000	1	40627045	40706593	102	17	716517	-0.85518	0.80377
ENSG00000188800	1	40711619	40717363	8	5	716517	0.42877	0.33405
ENSG00000084073	1	40723779	40759856	41	9	716517	-0.4957	0.68995
ENSG00000049089	1	40766159	40783488	66	11	716517	-1.3755	0.91551
ENSG00000084070	1	40810522	40888998	200	33	716517	-0.6242	0.73375
ENSG00000187801	1	40915774	40929390	51	15	716517	0.37706	0.35307
ENSG00000187815	1	40942887	40962015	52	11	716517	0.024587	0.49019
ENSG00000164002	1	40974413	40982228	31	7	716517	0.24648	0.40266
ENSG00000117010	1	40997233	41013841	60	9	716517	0.092662	0.46309
ENSG00000117016	1	41086351	41131329	127	19	716517	0.52966	0.29817
ENSG00000066136	1	41157320	41237275	214	21	716517	0.47892	0.316
ENSG00000117013	1	41249684	41306124	189	40	716517	1.5072	0.065878
ENSG00000179862	1	41326729	41328018	10	3	716517	-0.023123	0.50922
ENSG00000171793	1	41445007	41478235	97	20	716517	1.2646	0.10301
ENSG00000171790	1	41481269	41488909	33	10	716517	1.0517	0.14647
ENSG00000010803	1	41492872	41707826	585	25	716517	1.1931	0.11641
ENSG00000204060	1	41827594	41849262	64	13	716517	1.0564	0.14539
ENSG00000127129	1	41944446	41950344	16	4	716517	0.068602	0.47265
ENSG00000127124	1	41972036	42501596	1444	63	716517	0.083965	0.46654
ENSG00000044012	1	42619092	42621495	8	4	716517	0.10921	0.45652
ENSG00000197273	1	42628362	42630389	4	2	716517	-2.2476	0.9877
ENSG00000198815	1	42642210	42801548	307	13	716517	-0.057137	0.52278
ENSG00000177181	1	42846466	42888249	149	9	716517	1.9099	0.02807
ENSG00000066185	1	42896000	42921938	90	9	716517	1.2847	0.099445
ENSG00000127125	1	42921788	42939056	36	5	716517	1.4159	0.0784
ENSG00000186409	1	42929001	43120335	613	21	716517	1.3684	0.085597
ENSG00000171960	1	43124096	43142429	34	9	716517	0.092161	0.46328
ENSG00000065978	1	43148098	43168020	40	12	716517	-0.53177	0.70256
ENSG00000164007	1	43198764	43205925	18	5	716517	0.65638	0.25579
ENSG00000117385	1	43212006	43232755	51	12	716517	-0.54147	0.70591
ENSG00000164008	1	43232940	43263968	47	10	716517	-0.40269	0.65641
ENSG00000177868	1	43272723	43282954	26	6	716517	-0.93718	0.82567
ENSG00000164010	1	43282795	43310660	47	11	716517	-0.16097	0.56394
ENSG00000164011	1	43312280	43318148	5	2	716517	-0.72681	0.76633
ENSG00000117394	1	43391052	43424530	130	17	716517	0.35034	0.36304
ENSG00000186973	1	43610824	43622067	47	9	716517	0.4999	0.30857
ENSG00000117395	1	43629846	43736607	399	30	716517	0.84814	0.19818
ENSG00000243710	1	43637820	43720029	322	25	716517	1.0344	0.15049
ENSG00000179178	1	43735665	43739673	10	6	716517	-0.10257	0.54085
ENSG00000253313	1	43747554	43751288	6	3	716517	-0.25241	0.59964
ENSG00000066056	1	43766664	43788779	32	5	716517	0.80329	0.2109
ENSG00000117400	1	43803478	43818443	16	5	716517	0.48605	0.31346
ENSG00000117399	1	43824626	43828874	6	3	716517	0.066104	0.47365
ENSG00000066322	1	43829068	43833696	6	4	716517	0.69606	0.2432
ENSG00000159479	1	43849588	43855479	4	2	716517	0.074324	0.47038
ENSG00000198198	1	43855553	43918321	101	11	716517	0.83322	0.20236
ENSG00000178922	1	43916824	43919660	6	3	716517	0.99071	0.16091
ENSG00000142949	1	43990858	44089343	257	17	716517	-1.6823	0.95375
ENSG00000066135	1	44115829	44171186	87	14	716517	-1.7096	0.95633
ENSG00000126091	1	44171495	44396831	570	24	716517	-0.57506	0.71738
ENSG00000117407	1	44398992	44402913	11	4	716517	-0.56083	0.71254
ENSG00000117408	1	44412611	44433694	32	5	716517	-1.0018	0.84179
ENSG00000132768	1	44435672	44439041	3	1	716517	-0.72618	0.76614
ENSG00000117410	1	44440159	44443967	8	4	716517	-0.21813	0.58634
ENSG00000117411	1	44444615	44456840	22	7	716517	0.068889	0.47254
ENSG00000159214	1	44457031	44462200	9	3	716517	-1.1384	0.87252
ENSG00000196517	1	44457172	44497139	98	21	716517	-1.27	0.89795
ENSG00000171872	1	44584522	44600812	50	12	716517	-0.34138	0.63359
ENSG00000178028	1	44679127	44686353	13	5	716517	-1.6361	0.9491
ENSG00000117419	1	44686742	44820932	205	21	716517	-0.39625	0.65404
ENSG00000187147	1	44870866	45117396	705	84	716517	1.0523	0.14633
ENSG00000126106	1	45100910	45140227	93	9	716517	0.10705	0.45737
ENSG00000198520	1	45140364	45191263	90	28	716517	-0.74563	0.77205
ENSG00000142945	1	45205490	45233439	64	11	716517	0.89412	0.18563
ENSG00000142937	1	45240923	45244451	5	3	716517	0.25557	0.39914
ENSG00000142959	1	45249257	45253377	2	1	716517	-1.2548	0.89522
ENSG00000173846	1	45265897	45271662	11	4	716517	0.77811	0.21825
ENSG00000188396	1	45271585	45272957	2	1	716517	0.75071	0.22641
ENSG00000222009	1	45274154	45281257	13	3	716517	1.0368	0.14992
ENSG00000117425	1	45285516	45308735	64	11	716517	1.3386	0.090357
ENSG00000070785	1	45316450	45452282	431	17	716517	0.66026	0.25454
ENSG00000126107	1	45468212	45477001	26	5	716517	0.29776	0.38294
ENSG00000126088	1	45477819	45481247	10	5	716517	0.059686	0.4762
ENSG00000162415	1	45482071	45771881	612	26	716517	0.31135	0.37777
ENSG00000132781	1	45794835	45806142	21	9	716517	0.13111	0.44784
ENSG00000132773	1	45805342	45809647	6	4	716517	-1.8518	0.96797
ENSG00000070759	1	45809555	45956872	243	18	716517	0.14042	0.44416
ENSG00000236624	1	45959538	45965751	11	3	716517	0.36423	0.35784
ENSG00000132763	1	45965725	45976739	20	5	716517	-1.139	0.87265
ENSG00000117450	1	45976708	45988719	39	5	716517	-0.11218	0.54466
ENSG00000117448	1	46016215	46035721	42	7	716517	0.28438	0.38806
ENSG00000132780	1	46049518	46084566	49	7	716517	-0.034592	0.5138
ENSG00000159588	1	46085716	46089729	10	2	716517	-0.32279	0.62657
ENSG00000159592	1	46092976	46153785	134	8	716517	0.10291	0.45902
ENSG00000159596	1	46152886	46160115	14	2	716517	-0.0019704	0.50079
ENSG00000197429	1	46159996	46216322	121	6	716517	0.08874	0.46464
ENSG00000086015	1	46252659	46501796	542	14	716517	-0.52694	0.70088
ENSG00000117461	1	46505812	46642160	247	19	716517	-0.35749	0.63964
ENSG00000117472	1	46640745	46651630	11	4	716517	1.6155	0.053106
ENSG00000085998	1	46654354	46685977	51	10	716517	-0.31308	0.62289
ENSG00000171357	1	46669006	46686933	27	10	716517	-0.11872	0.54725
ENSG00000085999	1	46713360	46744145	40	12	716517	-0.32065	0.62576
ENSG00000132128	1	46726868	46769280	44	13	716517	-0.36269	0.64158
ENSG00000173660	1	46769303	46782448	26	9	716517	0.21638	0.41435
ENSG00000117481	1	46805849	46830824	188	4	716517	-0.68093	0.75204
ENSG00000117480	1	46859937	46879520	39	10	716517	-0.12249	0.54874
ENSG00000197587	1	46972668	46979898	22	6	716517	-0.25991	0.60253
ENSG00000162456	1	47011316	47017199	15	4	716517	-0.46745	0.67991
ENSG00000079277	1	47023090	47082515	128	14	716517	1.4585	0.072355
ENSG00000142961	1	47073387	47082563	19	3	716517	0.59698	0.27526
ENSG00000123472	1	47098409	47139539	75	4	716517	1.1467	0.12576
ENSG00000159658	1	47124366	47184824	120	7	716517	1.0678	0.14281
ENSG00000186118	1	47134527	47139266	6	2	716517	0.88335	0.18852
ENSG00000142973	1	47223510	47285085	164	25	716517	1.2149	0.11219
ENSG00000187048	1	47394849	47407156	38	5	716517	0.48134	0.31514
ENSG00000186377	1	47427036	47516423	181	16	716517	0.20284	0.41963
ENSG00000186160	1	47533160	47583991	172	6	716517	0.076667	0.46944
ENSG00000162365	1	47603107	47615413	52	6	716517	-0.45995	0.67722
ENSG00000162366	1	47649265	47656716	16	7	716517	0.29184	0.38521
ENSG00000162367	1	47681962	47697892	34	7	716517	0.52562	0.29958
ENSG00000123473	1	47715811	47779819	158	10	716517	-0.57831	0.71847
ENSG00000162368	1	47799469	47844511	112	10	716517	-0.56662	0.71451
ENSG00000186790	1	47881744	47883723	3	2	716517	0.32502	0.37258
ENSG00000186564	1	47901689	47906363	7	3	716517	-1.455	0.92716
ENSG00000269113	1	48226200	48462567	696	36	716517	1.1481	0.12546
ENSG00000273395	1	48226979	48227290	2	1	716517	0.61121	0.27053
ENSG00000117834	1	48688357	48714316	58	12	716517	0.83769	0.2011
ENSG00000132122	1	48761044	48937845	353	30	716517	-0.65978	0.7453
ENSG00000186094	1	48998527	50489585	2511	55	716517	1.3966	0.081265
ENSG00000162373	1	49193195	49242641	82	15	716517	1.2279	0.10975
ENSG00000162374	1	50513686	50669458	220	37	716517	0.091266	0.46364
ENSG00000142700	1	50883222	50889172	4	2	716517	-2.3669	0.99103
ENSG00000185104	1	50905150	51425935	786	29	716517	0.61033	0.27082
ENSG00000123080	1	51426417	51440305	14	5	716517	-0.70655	0.76008
ENSG00000204006	1	51567906	51613752	72	12	716517	-0.34389	0.63454
ENSG00000123091	1	51701943	51739127	46	8	716517	-0.47597	0.68295
ENSG00000085831	1	51752930	51810788	115	24	716517	-1.4804	0.93062
ENSG00000085832	1	51819935	51985000	533	19	716517	0.55443	0.28964
ENSG00000117859	1	52042851	52254889	345	29	716517	0.098151	0.46091
ENSG00000078618	1	52254863	52344477	196	28	716517	0.96193	0.16804
ENSG00000169213	1	52373628	52456436	176	22	716517	0.68242	0.24749
ENSG00000117862	1	52485803	52521843	71	9	716517	-0.15951	0.56337
ENSG00000198841	1	52497775	52499488	6	2	716517	-0.4353	0.66833
ENSG00000134717	1	52521797	52556388	53	11	716517	1.0474	0.14745
ENSG00000157077	1	52608046	52812358	331	21	716517	0.71645	0.23686
ENSG00000154222	1	52811395	52831865	38	13	716517	0.37687	0.35314
ENSG00000085840	1	52838501	52870131	42	13	716517	-0.12108	0.54819
ENSG00000134748	1	52870236	52886511	17	6	716517	0.49222	0.31128
ENSG00000134744	1	52873954	53019159	250	23	716517	0.54274	0.29366
ENSG00000116157	1	53068044	53074723	21	6	716517	0.43647	0.33125
ENSG00000182183	1	53099016	53135355	89	19	716517	2.2673	0.011685
ENSG00000162377	1	53152508	53164038	25	5	716517	3.0533	0.0011318
ENSG00000162378	1	53192126	53293014	300	16	716517	0.13895	0.44474
ENSG00000203995	1	53308183	53360670	131	10	716517	-0.22588	0.58935
ENSG00000121310	1	53361656	53392884	38	9	716517	-1.0029	0.84205
ENSG00000116171	1	53392901	53517375	483	20	716517	-0.24515	0.59683
ENSG00000174348	1	53527854	53551174	117	14	716517	-0.29315	0.61529
ENSG00000162383	1	53552855	53608289	305	36	716517	-1.6877	0.95427
ENSG00000157184	1	53662101	53679869	29	6	716517	0.29608	0.38359
ENSG00000162384	1	53679771	53686289	13	4	716517	0.71965	0.23587
ENSG00000162385	1	53692564	53704282	27	7	716517	0.60376	0.273
ENSG00000157193	1	53711217	53793742	195	30	716517	0.38768	0.34913
ENSG00000143006	1	53925072	53933161	27	7	716517	-0.76967	0.77925
ENSG00000174332	1	53971910	54199877	647	41	716517	-0.60196	0.7264
ENSG00000058804	1	54231133	54304533	125	11	716517	-0.21467	0.58499
ENSG00000058799	1	54317392	54356407	133	12	716517	-1.5067	0.93405
ENSG00000211452	1	54356912	54376759	84	10	716517	-1.9288	0.97312
ENSG00000081870	1	54382247	54411602	60	6	716517	-0.29935	0.61766
ENSG00000116212	1	54411750	54433841	33	9	716517	-0.54668	0.7077
ENSG00000203985	1	54474412	54483856	27	5	716517	-1.1196	0.86856
ENSG00000116209	1	54497347	54519177	37	9	716517	0.29712	0.38319
ENSG00000116205	1	54519260	54578192	119	14	716517	0.59253	0.27675
ENSG00000157211	1	54598747	54619443	96	17	716517	1.2586	0.10408
ENSG00000215883	1	54638009	54665709	50	17	716517	-0.32468	0.62729
ENSG00000116221	1	54649714	54691137	101	21	716517	0.53313	0.29697
ENSG00000157216	1	54691105	54879152	531	69	716517	0.68282	0.24736
ENSG00000162390	1	55007930	55104865	410	39	716517	0.52412	0.3001
ENSG00000162391	1	55074855	55089229	52	14	716517	0.73487	0.23121
ENSG00000184313	1	55107463	55175939	239	37	716517	0.25676	0.39868
ENSG00000243725	1	55181495	55208330	164	5	716517	0.44167	0.32936
ENSG00000162396	1	55222571	55230187	27	6	716517	0.63357	0.26318
ENSG00000006555	1	55245385	55266940	68	13	716517	0.54902	0.2915
ENSG00000162398	1	55271736	55307925	155	10	716517	0.32353	0.37315
ENSG00000116133	1	55315306	55352891	137	16	716517	-0.35104	0.63722
ENSG00000143001	1	55446465	55457966	44	4	716517	0.58758	0.27841
ENSG00000162399	1	55464606	55476556	34	7	716517	0.35342	0.36189
ENSG00000169174	1	55505221	55530525	125	24	716517	2.4284	0.0075823
ENSG00000162402	1	55532032	55680786	316	21	716517	1.6274	0.051822
ENSG00000162407	1	56960419	57110974	543	40	716517	0.33998	0.36694
ENSG00000162409	1	57110995	57181008	265	13	716517	0.040594	0.48381
ENSG00000187889	1	57184477	57285369	361	50	716517	-0.89569	0.81479
ENSG00000157131	1	57320479	57383894	233	28	716517	-0.090419	0.53602
ENSG00000021852	1	57394883	57431813	125	22	716517	0.098795	0.46065
ENSG00000173406	1	57460451	59012406	4998	272	716517	-0.60717	0.72813
ENSG00000162600	1	58881056	59012474	554	38	716517	-0.62137	0.73282
ENSG00000184292	1	59041099	59043166	11	3	716517	-0.083887	0.53343
ENSG00000162601	1	59120411	59165764	182	12	716517	-1.8995	0.97125
ENSG00000177606	1	59246465	59249785	2	1	716517	-1.6324	0.9487
ENSG00000172456	1	59762310	60233347	1213	71	716517	0.34888	0.36359
ENSG00000134709	1	60280458	60342050	130	17	716517	1.2993	0.096921
ENSG00000134716	1	60358980	60392462	70	12	716517	0.70189	0.24137
ENSG00000162598	1	60452941	60539442	201	35	716517	1.1232	0.13067
ENSG00000162599	1	61330931	61928465	1582	162	716517	2.3058	0.01056
ENSG00000162604	1	62146718	62191095	113	14	716517	-0.17026	0.5676
ENSG00000132849	1	62208149	62629592	1431	88	716517	-0.65259	0.74299
